title_english,Action,Girls Love,Boys Love,Adventure,Avant Garde,Erotica,Gourmet,Slice of Life,Mystery,Horror,Drama,Award Winning,Sci-Fi,Fantasy,Supernatural,Comedy,Sports,Hentai,Suspense,Ecchi,Romance
My Next Life as a Villainess: All Routes Lead to Doom!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
I'm Joybo 2nd Season,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Blade of Vengers,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Laidbackers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Calico Critters: Mini Episodes - Ivy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan to Boku no Momo-chan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Susume! Dokan-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tatakae! Dokan-kun: Gekitou-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tatakae! Dokan-kun: Robolympic-hen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tobidase! Dokan-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Assassins Pride,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Star☆Twinkle Precure,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ride Your Wave,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Ghost in the Shell: Ghost Chaser,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Million Arthur: Farwell, Beloved Dancho",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Magical Sempai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Wasteful Days of High School Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kanpeki Ojousama no Watakushi ga Dogeza de Mazo Ochisuru Choroin na Wakenai desu wa!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Aware! Meisaku-kun: Ito-Yokado no Randsell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aware! Meisaku-kun: Q&A Corner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sawatte! Gudetama: 3-dome no Shoujiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hero Mask,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Honda-san x Taka no Tsume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sunset,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazoku Dekki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yume ga Shagandeiru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hakyu Hoshin Engi: The Blood of the Koh Family,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dragon Ball Super: Broly - Skytree Super,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Darwin's Game,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Futon no Naka kara Detakunai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cautious Hero: The Hero Is Overpowered but Overly Cautious,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cagaster of an Insect Cage,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FINAL FANTASY XV: EPISODE ARDYN – PROLOGUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W'z: Hand Shakers with W'z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorohedoro,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Fire Force,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Precure Miracle Universe Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Katana Maidens: Mini Toji,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Culture City of East Asia 2019 Toshima,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Macross Δ Movie: Gekijou no Walküre Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How to Steal 55 Kisses 4th Season,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kimi no Matsu Mirai (Basho) e,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fruits Basket 1st Season,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
God Eater 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryuu ga Gotoku Online x Taka no Tsume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mahou Shoujo Liese Prettia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dream Tower,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Guan Hai Ce,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Si Hai Jing Qi,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dr. Stone,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Overlord: Ple Ple Pleiades - Fugitive Clementine,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
My Hero Academia: Two Heroes Specials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlit Night and Opal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aaH / Hee,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagaku Ninya-tai Gatchanyan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RobiHachi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wagaya no Liliana-san The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Golden Kamuy 2nd Season OVA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Futsuu tte Nandarou?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Log Day of Timbre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundam Reconguista in G I: Go! Core Fighter,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SD Gundam World: Sangoku Soketsuden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fight League: Gear Gadget Generators,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lupin III: Goodbye Partner,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Shadow Skill (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WAAAH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piercing I,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ace of Diamond Act II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chikan Shita Joshi*sei to Sonogo, Musabori Au Youna Doero Junai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cells at Work!: The Common Cold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7 Seeds,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
Mobile Suit Gundam Unicorn Perfectibility,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Snake,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Xue Ying Ling Zhu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
White Cat Legend,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Korasho no Kaitei Wakuwaku Daibouken! Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Han-Gyaku-Sei Million Arthur,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tokyo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner: Black Lotus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Rise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O Maidens in Your Savage Season,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
To Disappear,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cup of Smoke,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Helpful Fox Senko-san,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tsuma Netori: Ikumi to Shizuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Synchro Noise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Girls Gekijou: Climax Season,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Clover: The All Magic Knights Thanksgiving Festa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Case Closed Movie 23: The Fist of Blue Sapphire,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
BUGGY MAP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The North Face Japan CMs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rune's Pharmacy: Tiarajima no Okusuriya-san,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Manul no Yuube,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jujutsu Kaisen Official PVs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ao-chan Can't Study!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Kami-machi Sana-chan The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ikebukuro PR Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senryu Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Detective Conan: Amuro Secret Call,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
One Room: Second Season Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
That Time I Got Reincarnated as a Slime OAD,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Want Nothing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Even a Dad Still Wants It...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tsuma ga Kirei ni Natta Wake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ghost in the Shell: SAC_2045,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anima Yell! Ouen Douga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kiratto Pri☆chan Season 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Goblin Slayer: Adventure Sheet,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bleach: 13 Court Guard Squads Omake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobunaga Teacher's Young Bride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Aggretsuko: We Wish You a Metal Christmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hello World,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Takarasagashi no Natsuyasumi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Please! Marry Me!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad! Bad! Bad!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wedding Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Baby I Love You Daze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weathering with You,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
Ketakuma no DVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The 8th Son? Are You Kidding Me?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yue ni Hitozuma wa Netorareta.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Umayon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Puso Ni Comi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Shironeko Project ZERO CHRONICLE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Walls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaibutsu ga, Umareta Hi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Virtual-san Looking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ex-Arm,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bakumatsu Crisis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inch-High Samurai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Laughing Spider,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lion meets HachiClo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitch Gakuen ga Seijun na Hazu ga Nai!!? The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seikatsu Shuukan The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Madonna’s Temptation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUSSY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN-RED,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM POT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm from Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ryoma! The Prince of Tennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Haikyu!! To the Top,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kono Oto Tomare!: Sounds of Life Season 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sora no Method: Mou Hitotsu no Negai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Screw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Decker! Doug & Kirill: Extra,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Fate/Kaleid Liner Prisma Illya: Prisma★Phantasm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nissin Men-nashi Donbei x Himote House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prison Lab,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alice in Voodooland,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Infinite Dendrogram,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Island of Giant Insects,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Battle Spirits: Saga Brave,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Psychic Princess,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Youths and Golden Coffin,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shan He She Ji Tu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kochoki,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tsurune: Kazemai High School Japanese Archery Club - Dangerous Shoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Haunted House: The Secret of the Ghost Ball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Nekopara,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kao Haru CMs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Co-Op CMs,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Oyako wa Tsuzuku yo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miru Tights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - A Grave Keeper, a Cat, and a Mage",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Persona 5 the Animation Recap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kakegurui Picture Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Cop Craft,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Okoshiyasu, Chitose-chan Recaps",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMANE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shake-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Learning with Manga! Fate/Grand Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Takoyaki Story,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Shake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nekomonogatari Black Recap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JoJo's Bizarre Adventure: Golden Wind Recaps,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sansha Mendan: Rensa Suru Chijoku Choukyou no Gakuen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Uneasiness and Triangle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on the table,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katana Maidens ~ Mini Toji – Katana Maidens Quickening Arc 205-Second Introduction Special!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Iron-Blooded Orphans - Urdr Hunt,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Wonderland,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
True Tears Recap,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scumbag System,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Science Fell in Love, So I Tried to Prove It",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Teasing Master Takagi-san 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Toriko no Shizuku: Natsu no Gouka Kyakusen de Kegasareru Otome-tachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Welcome to Hinagiku Virgin Lost Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Virtual-san Looking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wataten! an Angel Flew Down to Me Episode 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color Cycling,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Kyou mo Tsuno ga Aru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kawauso Labo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Capsule Boy 2: Ujuleul Jikyeola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Free! Movie 3: Road to the World - Yume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In/Spectre,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Right Places,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Flying Luna Clipper,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Leader,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Qin's Moon: The High Waves of Canghai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wu Dong Qian Kun,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
How Heavy Are the Dumbbells You Lift?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Komatsu Sakyou Anime Gekijou Specials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mr. Shadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kemono Michi: Rise Up,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
B Rappers Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kokoro no Tokyo Kakumei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Planet of Stray Cats,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lux Straight & Beauty Massugu Ikiru,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Inuwari-san,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Duel Masters!!,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Kedama no Gonjirou,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Gaki ni Modotte Yarinaoshi!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Puchimas!: Petit iDOLM@STER (OVA),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Puttobe! Poodel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dropkick on My Devil!! Dash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mirai Koushi Harima SACLA NEX RAY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A New Journey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megane no Megami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fairy Gone,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tales of the Rays: Everlasting Destiny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
