title_english,Horror,Boys Love,Suspense,Adventure,Girls Love,Sci-Fi,Erotica,Hentai,Fantasy,Romance,Drama,Avant Garde,Award Winning,Sports,Action,Slice of Life,Comedy,Mystery,Ecchi,Gourmet,Supernatural,Cluster
Star Blazers: Space Battleship Yamato 2202,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dimension W: Do Robots Dream of Bath Houses?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bungo Stray Dogs 2 - Walking Alone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
Lupin the Third Part 4 Specials,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
Myriad Colors Phantom World Special,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,10
Monsieur Greenpeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Brotherhood: Final Fantasy XV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kingsglaive: Final Fantasy XV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Space Cat: The Adventures of Mardock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
Kemono Friends,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,13
Planetarian: The Reverie of a Little Planet,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
WWW.WAGNARIA!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Descending Stories: Showa Genroku Rakugo Shinju,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Washimo 4th Season,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Nijiiro Days: Houkago Special,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Zekkyou Gakkyuu: Tensei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Wake Up, Girl Zoo! Miyagi PR de Go!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Scared Rider Xechs,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Experiment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Elves and the Shoemaker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Mori no Ongakutai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kuma Miko Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Patissier Monster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Koto Nakare Hero Gingerman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shiiku x Kanojo: Tenshi no Kousoku-hen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kurogane no Linebarrels Picture Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Joker Game: Kuroneko Yoru no Bouken,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Shin Kachikachi Yama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kachikachi Yama: Umi Yama-hen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kachikachi Yama (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kachikachi Yama (1940),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kachikachi Yama (1958),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Nama Lo Re: Namakemono The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Re:ZERO ~Starting Break Time From Zero~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Hell (Two Kinds of Life),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Detective Conan: Chase the Mysterious Comet Monster!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Detective Conan: The Internet - The Mysterious E-mail Case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Detective Conan: A Written Challenge from the Pyramids!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Detective Conan: City Exploration! Get the Animal Mark!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Houkago Initiation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Osiris no Tenbin: Season 2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
Code Geass: Lelouch of the Rebellion Picture Drama - The Night of the Beginning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Code Geass: Lelouch of the Rebellion R2 Picture Drama - Last Moratorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Tanaka-kun is Always Listless Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
My Teen Romantic Comedy SNAFU TOO! OVA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Seishain Cyborg 003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Musaigen no Phantom World: Limitless Phantom World,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Mashou no Nie 3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Sansha Sanyou Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Nori P-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Oyone to Mattsan: Ai no Uta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Nyancos: Hello! Our Brilliant Future,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Days OVA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
Battle Girl High School,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEACE MAKER KUROGANE – Belief & Friend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Planetarian: Storyteller of the Stars,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Thus Spoke Kishibe Rohan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
Robot Town Sagami 2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Shi Wan Ge Leng Xiaohua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shi Wan Ge Leng Xiaohua 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
One Hundred Thousand Bad Jokes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Shi Wan Ge Leng Xiaohua Di 3rd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lostorage incited WIXOSS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Shounen Ashibe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ojisan and Marshmallow Episode 13: Hige-san and Marshmallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Anonymous Noise,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Napping Princess,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Star Fox Zero: The Battle Begins,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Miss Kobayashi's Dragon Maid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Utawarerumono: Itsuwari no Kamen Specials,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Huyao Xiao Hongniang: Wangquan Fugui,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Onizushi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hikaru Genji: Taiyou ga Ippai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Your Voice -KIMIKOE-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Kagerou Daze: In a Day's,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,6
Summer's Puke is Winter's Delight,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Mobile Suit Gundam Thunderbolt: December Sky,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Highschool Life of a Fudanshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mobile Suit Gundam-san (ONA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kotowaza Gundam-san (ONA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kidou Senshi Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fella Hame Lips,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Area 88 Movie,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
What Is Not Romance?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
PADAK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Clearer Than You Think,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
Chi's Sweet Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Honobono Log,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9
IS: Infinite Stratos 2 - Infinite Wedding,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Kiitaro's yokai picture diary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Rainy Cocoa in Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Tsubasa to Hotaru (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"K: SEVEN STORIES ""R:B - BLAZE -""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11
Ajin: Demi-Human 2nd Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
Arslan Senki (TV) Gaiden,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
The Disastrous Life of Saiki K.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Qin Shi Mingyue: Guoqing Tebie Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Chobitto Zukan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
The Kubikiri Cycle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11
NANOCORE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Splendid China - Hunting Treasures,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Nanocore 2nd Season,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bouningen Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Onara Goro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Konnichiwa Onara Gorou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qin's Moon: Lady Xiang Descends,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Nanocore: NG Scenes - Nano's Daily Life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Is the order a rabbit?? Dear My Sister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Mori no Andou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Arakure Junichi no Namida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nude Batter Tetsuo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Strike the Blood Second,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
Gra-P & Rodeo II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pinkerton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Magic-Kyun! Renaissance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
Manga Kotowaja Jiten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yowamushi Pedal: Spare Bike,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Hua Jianghu: Ling Zhu,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
The Devil Ring,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2
Peach Command Shin Momotarou Densetsu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Color Noise,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Digimon Universe App Monsters,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Writings Fly Away,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14
Datum Point,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
JK Bitch ni Shiboraretai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,10
Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Aftermath,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Japanese Classical Stories,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
ACCA: 13-Territory Inspection Dept.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,11
One Piece: Heart of Gold,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2
Zhongguo Jingqi Xiansheng,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Time Travel Girl,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Omusubi Kororin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Cello Hiki no Gauche,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kushimitama Samurai,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Bedtime Stories,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Rakshasa Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Violet Evergarden,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Cardcaptor Sakura: Clear Card,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,13
Wo Jiao Bai Xiaofei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Mahou no Star Magical Emi: Finale! Finale!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Code Geass: Akito the Exiled - To Beloved Ones Picture Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Eiyu Kaitai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
Toukiden 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Atom: The Beginning,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Overlord: Ple Ple Pleiades - Nazarick's Greatest Crisis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10
Trickster,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
Haikara-san: Here Comes Miss Modern,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Ippou Nippon Mukashibanashi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Zunda Horizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
Red Ash: Gearworld,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gakuen Handsome,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
A Portrait Of Jianghu: Bad Guys,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
Neko Konogoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Otona no Ikkyuu-san,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shiritsu Liyon Gakuen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Super Lovers 2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
12-sai.: Chicchana Mune no Tokimeki 2nd Season,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Hitori no Shita - The Outcast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Nyancos: Hello! Our Brilliant Future Digest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar's Oasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Angus & Cheryl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Izetta: The Last Witch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
HEYBOT!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Walking Meat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
The Legend of Luoxiaohei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Huyao Xiao Hongniang: Yue Hong,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Piacevole: My Italian Cooking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
Moving Colors,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Kakushigoto PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fate/Kaleid Liner Prisma Illya 3rei!! Shorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Gakuen Handsome Special,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Miss Bernard said.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hong Haier: Juezhan Huoyanshan,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Tokyo Twins Athletic Tournament,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Haha wo Tazunete Sanzenri (Movie),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
Armed Girl's Machiavellism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
UQ Holder!,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Muzumuzu Eighteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
The Curious Kitty & Friends,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Shiroi Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Hero Academia Season 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Masamune-kun's Revenge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Little Witch Academia,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
JOKER 4th Season,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8
Shounen Maid Episode 8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Promised Town,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fight! Kickers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
Fight! Kickers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
Acerola-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Go Go Smile Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Tsumamigui 3 The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Blue Exorcist: Kyoto Saga,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Order Designer,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
Animegatari x Koukaku Kidoutai Collab Eizou,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Assassination Classroom The Movie: 365 Days' Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Nama Lo Re: Furachimono The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Misuzu: Ikenai Koto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kabaneri of the Iron Fortress: Light That Gathers,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Kabaneri of the Iron Fortress: Life The Burns,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Sakamoto desu ga? Sakamoto deshita?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tokyo 2164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubbe no Ongakukai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kubbe Kort Animasjon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kubbe PV Full ver.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Last Hope,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twin Angels Break,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Tokyo Onlypic Pictures 2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Curly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Runningman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Fly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
My Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Crane Game Girls Galaxy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mameshiba Gakuen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tanahashi Hiroshi X Mameshiba Pro Wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
InaDan Movie x Mameshiba Collab CM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Henna Omamesan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Monster Strike: Mermaid Rhapsody,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Mameshiba x Gaist Crusher Collab CM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
